Time,Heart Rate,Distance (mi),Pace (min/mi),Miles per Hour,Distance (km),Pace (min/km),Kilometers per Hour,Elevation (m),Cadence
0:13:02,144,1.46,6:42,8.95,2.352,4:10,14.4,6.0,174
0:13:03,144,1.46,6:42,8.95,2.356,4:10,14.4,6.0,174
0:13:04,144,1.47,6:42,8.95,2.36,4:10,14.4,6.0,174
0:13:05,144,1.47,8:56,6.71,2.363,5:33,10.8,6.0,174
0:13:06,144,1.47,6:42,8.95,2.367,4:10,14.4,6.0,172
0:13:07,145,1.47,6:42,8.95,2.371,4:10,14.4,6.0,172
0:13:08,145,1.48,8:56,6.71,2.374,5:33,10.8,6.0,172
0:13:09,145,1.48,,4.47,2.376,8:20,7.2,6.0,172
0:13:10,145,1.48,6:42,8.95,2.38,4:10,14.4,6.0,172
0:13:11,145,1.48,8:56,6.71,2.383,5:33,10.8,6.0,172
0:13:12,145,1.48,6:42,8.95,2.387,4:10,14.4,6.0,172
0:13:13,146,1.49,6:42,8.95,2.391,4:10,14.4,6.0,172
0:13:14,146,1.49,8:56,6.71,2.394,5:33,10.8,6.0,172
0:13:15,146,1.49,6:42,8.95,2.398,4:10,14.4,6.0,172
0:13:16,146,1.49,6:42,8.95,2.402,4:10,14.4,6.0,172
0:13:17,146,1.5,6:42,8.95,2.406,4:10,14.4,6.0,172
0:13:18,146,1.5,6:42,8.95,2.41,4:10,14.4,6.0,172
0:13:19,145,1.5,8:56,6.71,2.413,5:33,10.8,6.0,172
0:13:20,145,1.5,6:42,8.95,2.417,4:10,14.4,6.0,172
0:13:21,145,1.5,6:42,8.95,2.421,4:10,14.4,6.0,172
0:13:22,145,1.51,8:56,6.71,2.424,5:33,10.8,6.0,172
0:13:23,145,1.51,6:42,8.95,2.428,4:10,14.4,6.0,172
0:13:24,145,1.51,,4.47,2.43,8:20,7.2,6.0,172
0:13:25,145,1.51,8:56,6.71,2.433,5:33,10.8,6.0,172
0:13:26,145,1.51,6:42,8.95,2.437,4:10,14.4,6.0,172
0:13:27,144,1.52,6:42,8.95,2.441,4:10,14.4,6.0,172
0:13:28,144,1.52,5:22,11.18,2.446,3:20,18.0,6.0,172
0:13:29,144,1.52,5:22,11.18,2.451,3:20,18.0,6.0,172
0:13:30,144,1.52,8:56,6.71,2.454,5:33,10.8,6.0,172
0:13:31,144,1.53,,4.47,2.456,8:20,7.2,6.0,172
0:13:32,144,1.53,6:42,8.95,2.46,4:10,14.4,6.0,172
0:13:33,144,1.53,8:56,6.71,2.463,5:33,10.8,6.0,172
0:13:34,144,1.53,6:42,8.95,2.467,4:10,14.4,6.0,172
0:13:35,144,1.54,6:42,8.95,2.471,4:10,14.4,6.0,172
0:13:36,144,1.54,8:56,6.71,2.474,5:33,10.8,6.0,172
0:13:37,144,1.54,6:42,8.95,2.478,4:10,14.4,6.0,172
0:13:38,144,1.54,6:42,8.95,2.482,4:10,14.4,6.0,172
0:13:39,144,1.54,6:42,8.95,2.486,4:10,14.4,6.0,174
0:13:40,144,1.55,6:42,8.95,2.49,4:10,14.4,6.0,174
0:13:41,144,1.55,8:56,6.71,2.493,5:33,10.8,6.0,174
0:13:42,144,1.55,8:56,6.71,2.496,5:33,10.8,6.0,172
0:13:43,144,1.55,,4.47,2.498,8:20,7.2,6.0,172
0:13:44,144,1.56,5:22,11.18,2.503,3:20,18.0,6.0,172
0:13:45,144,1.56,5:22,11.18,2.508,3:20,18.0,6.0,172
0:13:46,145,1.56,,4.47,2.51,8:20,7.2,6.0,172
0:13:47,145,1.56,8:56,6.71,2.513,5:33,10.8,6.0,172
0:13:48,145,1.56,5:22,11.18,2.518,3:20,18.0,6.0,172
0:13:49,145,1.57,5:22,11.18,2.523,3:20,18.0,6.0,172
0:13:50,145,1.57,8:56,6.71,2.526,5:33,10.8,6.0,172
0:13:51,145,1.57,,4.47,2.528,8:20,7.2,6.0,172
0:13:52,145,1.57,6:42,8.95,2.532,4:10,14.4,6.0,172
0:13:53,145,1.58,8:56,6.71,2.535,5:33,10.8,6.0,172
0:13:54,145,1.58,6:42,8.95,2.539,4:10,14.4,6.0,172
0:13:55,145,1.58,6:42,8.95,2.543,4:10,14.4,6.0,172
0:13:56,145,1.58,8:56,6.71,2.546,5:33,10.8,6.0,172
0:13:57,145,1.58,6:42,8.95,2.55,4:10,14.4,6.0,172
0:13:58,144,1.59,,4.47,2.552,8:20,7.2,6.0,170
0:13:59,144,1.59,8:56,6.71,2.555,5:33,10.8,6.0,170
0:14:00,144,1.59,8:56,6.71,2.558,5:33,10.8,6.0,170
0:14:01,144,1.59,6:42,8.95,2.562,4:10,14.4,6.0,170
0:14:02,144,1.59,6:42,8.95,2.566,4:10,14.4,6.0,170
0:14:03,143,1.6,6:42,8.95,2.57,4:10,14.4,6.0,170
0:14:04,143,1.6,6:42,8.95,2.574,4:10,14.4,6.0,170
0:14:05,143,1.6,8:56,6.71,2.577,5:33,10.8,6.0,170
0:14:06,143,1.6,8:56,6.71,2.58,5:33,10.8,6.0,170
0:14:07,142,1.61,6:42,8.95,2.584,4:10,14.4,6.0,170
0:14:08,142,1.61,6:42,8.95,2.588,4:10,14.4,6.0,170
0:14:09,142,1.61,6:42,8.95,2.592,4:10,14.4,6.0,170
0:14:10,141,1.61,,4.47,2.594,8:20,7.2,6.0,170
0:14:11,141,1.61,8:56,6.71,2.597,5:33,10.8,6.0,170
0:14:12,141,1.62,5:22,11.18,2.602,3:20,18.0,6.0,170
0:14:13,141,1.62,5:22,11.18,2.607,3:20,18.0,6.0,170
0:14:14,141,1.62,,4.47,2.609,8:20,7.2,6.0,170
0:14:15,141,1.62,,4.47,2.611,8:20,7.2,6.0,170
0:14:16,141,1.62,6:42,8.95,2.615,4:10,14.4,6.0,170
0:14:17,141,1.63,6:42,8.95,2.619,4:10,14.4,6.0,170
0:14:18,141,1.63,8:56,6.71,2.622,5:33,10.8,6.0,170
0:14:19,141,1.63,6:42,8.95,2.626,4:10,14.4,6.0,170
0:14:20,141,1.63,,4.47,2.628,8:20,7.2,6.0,170
0:14:21,141,1.63,8:56,6.71,2.631,5:33,10.8,6.0,172
0:14:22,141,1.64,6:42,8.95,2.635,4:10,14.4,6.0,172
0:14:23,141,1.64,6:42,8.95,2.639,4:10,14.4,6.0,172
0:14:24,141,1.64,5:22,11.18,2.644,3:20,18.0,6.0,172
0:14:25,141,1.65,5:22,11.18,2.649,3:20,18.0,6.0,172
0:14:26,141,1.65,8:56,6.71,2.652,5:33,10.8,6.0,172
0:14:27,141,1.65,,4.47,2.654,8:20,7.2,6.0,172
0:14:28,141,1.65,6:42,8.95,2.658,4:10,14.4,6.0,172
0:14:29,141,1.65,5:22,11.18,2.663,3:20,18.0,6.0,172
0:14:30,141,1.66,8:56,6.71,2.666,5:33,10.8,6.0,170
0:14:31,141,1.66,,4.47,2.668,8:20,7.2,6.0,170
0:14:32,141,1.66,6:42,8.95,2.672,4:10,14.4,6.0,170
0:14:33,141,1.66,6:42,8.95,2.676,4:10,14.4,6.0,170
0:14:34,141,1.67,6:42,8.95,2.68,4:10,14.4,6.0,170
0:14:35,141,1.67,8:56,6.71,2.683,5:33,10.8,6.0,170
0:14:36,141,1.67,6:42,8.95,2.687,4:10,14.4,6.0,170
0:14:37,142,1.67,6:42,8.95,2.691,4:10,14.4,6.0,170
0:14:38,142,1.67,8:56,6.71,2.694,5:33,10.8,6.0,170
0:14:39,142,1.68,,4.47,2.696,8:20,7.2,6.0,170
0:14:40,142,1.68,5:22,11.18,2.701,3:20,18.0,6.0,170
0:14:41,142,1.68,5:22,11.18,2.706,3:20,18.0,6.0,172
0:14:42,142,1.68,,4.47,2.708,8:20,7.2,6.0,170
0:14:43,142,1.68,8:56,6.71,2.711,5:33,10.8,6.0,170
0:14:44,142,1.69,6:42,8.95,2.715,4:10,14.4,6.0,170
0:14:45,142,1.69,6:42,8.95,2.719,4:10,14.4,6.0,172
0:14:46,142,1.69,8:56,6.71,2.722,5:33,10.8,6.0,172
0:14:47,142,1.69,6:42,8.95,2.726,4:10,14.4,6.0,172
0:14:48,142,1.7,6:42,8.95,2.73,4:10,14.4,6.0,172
0:14:49,142,1.7,6:42,8.95,2.734,4:10,14.4,6.0,172
0:14:50,142,1.7,,4.47,2.736,8:20,7.2,6.0,172
0:14:51,142,1.7,8:56,6.71,2.739,5:33,10.8,6.0,172
0:14:52,142,1.71,5:22,11.18,2.744,3:20,18.0,6.0,172
0:14:53,142,1.71,6:42,8.95,2.748,4:10,14.4,6.0,172
0:14:54,142,1.71,,4.47,2.75,8:20,7.2,6.0,172
0:14:55,142,1.71,8:56,6.71,2.753,5:33,10.8,6.0,172
0:14:56,142,1.71,5:22,11.18,2.758,3:20,18.0,6.0,172
0:14:57,141,1.72,6:42,8.95,2.762,4:10,14.4,6.0,172
0:14:58,141,1.72,,4.47,2.764,8:20,7.2,6.0,170
0:14:59,141,1.72,8:56,6.71,2.767,5:33,10.8,6.0,170
0:15:00,141,1.72,6:42,8.95,2.771,4:10,14.4,6.0,170
0:15:01,141,1.72,6:42,8.95,2.775,4:10,14.4,6.0,170
0:15:02,141,1.73,8:56,6.71,2.778,5:33,10.8,6.0,170
0:15:03,141,1.73,6:42,8.95,2.782,4:10,14.4,6.0,170
0:15:04,141,1.73,,4.47,2.784,8:20,7.2,6.0,170
0:15:05,141,1.73,8:56,6.71,2.787,5:33,10.8,6.0,170
0:15:06,141,1.73,8:56,6.71,2.79,5:33,10.8,6.0,170
0:15:07,141,1.74,6:42,8.95,2.794,4:10,14.4,6.0,172
0:15:08,141,1.74,5:22,11.18,2.799,3:20,18.0,6.0,170
0:15:09,141,1.74,5:22,11.18,2.804,3:20,18.0,6.0,170
0:15:10,141,1.74,,4.47,2.806,8:20,7.2,6.0,170
0:15:11,141,1.75,8:56,6.71,2.809,5:33,10.8,6.0,170
0:15:12,141,1.75,5:22,11.18,2.814,3:20,18.0,6.0,170
0:15:13,140,1.75,5:22,11.18,2.819,3:20,18.0,6.0,170
0:15:14,140,1.75,8:56,6.71,2.822,5:33,10.8,6.0,170
0:15:15,140,1.75,,4.47,2.824,8:20,7.2,6.0,170
0:15:16,139,1.76,6:42,8.95,2.828,4:10,14.4,6.0,170
0:15:17,139,1.76,8:56,6.71,2.831,5:33,10.8,6.0,170
0:15:18,139,1.76,6:42,8.95,2.835,4:10,14.4,6.0,170
0:15:19,139,1.76,6:42,8.95,2.839,4:10,14.4,6.0,170
0:15:20,139,1.77,8:56,6.71,2.842,5:33,10.8,6.0,170
0:15:21,139,1.77,6:42,8.95,2.846,4:10,14.4,6.0,172
0:15:22,139,1.77,,4.47,2.848,8:20,7.2,6.0,172
0:15:23,139,1.77,8:56,6.71,2.851,5:33,10.8,6.0,172
0:15:24,139,1.77,5:22,11.18,2.856,3:20,18.0,6.0,172
0:15:25,139,1.78,5:22,11.18,2.861,3:20,18.0,6.0,172
0:15:26,140,1.78,8:56,6.71,2.864,5:33,10.8,6.0,172
0:15:27,140,1.78,,4.47,2.866,8:20,7.2,6.0,172
0:15:28,140,1.78,5:22,11.18,2.871,3:20,18.0,6.0,172
0:15:29,140,1.79,5:22,11.18,2.876,3:20,18.0,6.0,174
0:15:30,140,1.79,,4.47,2.878,8:20,7.2,6.0,174
0:15:31,141,1.79,8:56,6.71,2.881,5:33,10.8,6.0,174
0:15:32,141,1.79,8:56,6.71,2.884,5:33,10.8,6.0,172
0:15:33,141,1.79,,4.47,2.886,8:20,7.2,6.0,172
0:15:34,141,1.8,5:22,11.18,2.891,3:20,18.0,6.0,172
0:15:35,141,1.8,5:22,11.18,2.896,3:20,18.0,6.0,172
0:15:36,141,1.8,6:42,8.95,2.9,4:10,14.4,6.0,172
0:15:37,141,1.8,8:56,6.71,2.903,5:33,10.8,6.0,172
0:15:38,141,1.81,8:56,6.71,2.906,5:33,10.8,6.0,172
0:15:39,141,1.81,,4.47,2.908,8:20,7.2,6.0,172
0:15:40,141,1.81,5:22,11.18,2.913,3:20,18.0,6.0,172
0:15:41,141,1.81,5:22,11.18,2.918,3:20,18.0,6.0,172
0:15:42,141,1.81,,4.47,2.92,8:20,7.2,6.0,172
0:15:43,141,1.82,8:56,6.71,2.923,5:33,10.8,6.0,172
0:15:44,141,1.82,8:56,6.71,2.926,5:33,10.8,6.0,172
0:15:45,142,1.82,6:42,8.95,2.93,4:10,14.4,6.0,172
0:15:46,142,1.82,6:42,8.95,2.934,4:10,14.4,6.0,172
0:15:47,142,1.83,6:42,8.95,2.938,4:10,14.4,6.0,172
0:15:48,142,1.83,6:42,8.95,2.942,4:10,14.4,6.0,170
0:15:49,142,1.83,8:56,6.71,2.945,5:33,10.8,6.0,170
0:15:50,142,1.83,8:56,6.71,2.948,5:33,10.8,6.0,170
0:15:51,142,1.83,,4.47,2.95,8:20,7.2,6.0,170
0:15:52,142,1.84,6:42,8.95,2.954,4:10,14.4,6.0,170
0:15:53,143,1.84,8:56,6.71,2.957,5:33,10.8,6.0,172
0:15:54,143,1.84,8:56,6.71,2.96,5:33,10.8,6.0,172
0:15:55,143,1.84,6:42,8.95,2.964,4:10,14.4,6.0,172
0:15:56,143,1.84,5:22,11.18,2.969,3:20,18.0,6.0,172
0:15:57,144,1.85,5:22,11.18,2.974,3:20,18.0,6.0,172
0:15:58,144,1.85,,4.47,2.976,8:20,7.2,6.0,172
0:15:59,144,1.85,8:56,6.71,2.979,5:33,10.8,6.0,172
0:16:00,144,1.85,8:56,6.71,2.982,5:33,10.8,6.0,172
0:16:01,144,1.85,,4.47,2.984,8:20,7.2,6.0,172
0:16:02,145,1.86,5:22,11.18,2.989,3:20,18.0,6.0,172
0:16:03,145,1.86,5:22,11.18,2.994,3:20,18.0,6.0,172
0:16:04,145,1.86,6:42,8.95,2.998,4:10,14.4,6.0,170
0:16:05,145,1.86,8:56,6.71,3.001,5:33,10.8,6.0,170
0:16:06,145,1.87,8:56,6.71,3.004,5:33,10.8,6.0,170
0:16:07,145,1.87,,4.47,3.006,8:20,7.2,6.0,170
0:16:08,144,1.87,6:42,8.95,3.01,4:10,14.4,6.0,170
0:16:09,144,1.87,5:22,11.18,3.015,3:20,18.0,6.0,170
0:16:10,144,1.88,8:56,6.71,3.018,5:33,10.8,6.0,170
0:16:11,144,1.88,,4.47,3.02,8:20,7.2,6.0,170
0:16:12,144,1.88,6:42,8.95,3.024,4:10,14.4,6.0,170
0:16:13,144,1.88,8:56,6.71,3.027,5:33,10.8,6.0,170
0:16:14,143,1.88,6:42,8.95,3.031,4:10,14.4,6.0,170
0:16:15,143,1.89,6:42,8.95,3.035,4:10,14.4,6.0,170
0:16:16,143,1.89,8:56,6.71,3.038,5:33,10.8,6.0,170
0:16:17,143,1.89,6:42,8.95,3.042,4:10,14.4,6.0,170
0:16:18,143,1.89,,4.47,3.044,8:20,7.2,6.0,170
0:16:19,143,1.89,8:56,6.71,3.047,5:33,10.8,6.0,170
0:16:20,143,1.9,5:22,11.18,3.052,3:20,18.0,6.0,170
0:16:21,143,1.9,5:22,11.18,3.057,3:20,18.0,6.0,172
0:16:22,142,1.9,8:56,6.71,3.06,5:33,10.8,6.0,170
0:16:23,142,1.9,,4.47,3.062,8:20,7.2,6.0,170
0:16:24,142,1.91,6:42,8.95,3.066,4:10,14.4,6.0,170
0:16:25,142,1.91,5:22,11.18,3.071,3:20,18.0,6.0,170
0:16:26,142,1.91,8:56,6.71,3.074,5:33,10.8,6.0,170
0:16:27,142,1.91,,4.47,3.076,8:20,7.2,6.0,172
0:16:28,142,1.91,,4.47,3.078,8:20,7.2,6.0,172
0:16:29,142,1.91,8:56,6.71,3.081,5:33,10.8,6.0,172
0:16:30,142,1.92,5:22,11.18,3.086,3:20,18.0,6.0,172
0:16:31,142,1.92,5:22,11.18,3.091,3:20,18.0,6.0,172
0:16:32,142,1.92,6:42,8.95,3.095,4:10,14.4,6.0,172
0:16:33,142,1.93,6:42,8.95,3.099,4:10,14.4,6.0,172
0:16:34,142,1.93,8:56,6.71,3.102,5:33,10.8,6.0,172
0:16:35,143,1.93,,4.47,3.104,8:20,7.2,6.0,172
0:16:36,143,1.93,6:42,8.95,3.108,4:10,14.4,6.0,172
0:16:37,143,1.93,5:22,11.18,3.113,3:20,18.0,6.0,172
0:16:38,143,1.94,8:56,6.71,3.116,5:33,10.8,6.0,172
0:16:39,143,1.94,,4.47,3.118,8:20,7.2,6.0,174
0:16:40,143,1.94,5:22,11.18,3.123,3:20,18.0,6.0,172
0:16:41,143,1.94,5:22,11.18,3.128,3:20,18.0,6.0,172
0:16:42,143,1.94,,4.47,3.13,8:20,7.2,6.0,172
0:16:43,143,1.95,8:56,6.71,3.133,5:33,10.8,6.0,172
0:16:44,143,1.95,8:56,6.71,3.136,5:33,10.8,6.0,172
0:16:45,143,1.95,6:42,8.95,3.14,4:10,14.4,6.0,172
0:16:46,143,1.95,6:42,8.95,3.144,4:10,14.4,6.0,172
0:16:47,143,1.96,6:42,8.95,3.148,4:10,14.4,6.0,172
0:16:48,142,1.96,6:42,8.95,3.152,4:10,14.4,6.0,172
0:16:49,142,1.96,8:56,6.71,3.155,5:33,10.8,6.0,174
0:16:50,142,1.96,8:56,6.71,3.158,5:33,10.8,6.0,174
0:16:51,142,1.96,,4.47,3.16,8:20,7.2,6.0,174
0:16:52,142,1.97,5:22,11.18,3.165,3:20,18.0,6.0,174
0:16:53,142,1.97,5:22,11.18,3.17,3:20,18.0,6.0,174
0:16:54,142,1.97,,4.47,3.172,8:20,7.2,6.0,174
0:16:55,142,1.97,8:56,6.71,3.175,5:33,10.8,6.0,174
0:16:56,143,1.98,5:22,11.18,3.18,3:20,18.0,6.0,174
0:16:57,144,1.98,6:42,8.95,3.184,4:10,14.4,6.0,174
0:16:58,144,1.98,,4.47,3.186,8:20,7.2,6.0,172
0:16:59,144,1.98,8:56,6.71,3.189,5:33,10.8,6.0,172
0:17:00,145,1.98,8:56,6.71,3.192,5:33,10.8,6.0,172
0:17:01,145,1.99,6:42,8.95,3.196,4:10,14.4,6.0,172
0:17:02,145,1.99,6:42,8.95,3.2,4:10,14.4,6.0,172
0:17:03,146,1.99,6:42,8.95,3.204,4:10,14.4,6.0,172
0:17:04,146,1.99,6:42,8.95,3.208,4:10,14.4,6.0,172
0:17:05,146,2.0,8:56,6.71,3.211,5:33,10.8,6.0,172
0:17:06,146,2.0,8:56,6.71,3.214,5:33,10.8,6.0,172
0:17:06,146,2.0,,6.71,3.214,,10.8,6.0,172
0:17:07,147,2.0,6:42,8.95,3.218,4:10,14.4,6.0,174
0:17:08,147,2.0,6:42,8.95,3.222,4:10,14.4,6.0,174
0:17:09,147,2.0,6:42,8.95,3.226,4:10,14.4,6.0,176
0:17:10,147,2.01,,4.47,3.228,8:20,7.2,6.0,176
0:17:11,147,2.01,8:56,6.71,3.231,5:33,10.8,6.0,176
0:17:12,147,2.01,5:22,11.18,3.236,3:20,18.0,6.0,176
0:17:13,148,2.01,4:28,13.42,3.242,2:47,21.6,6.0,176
0:17:14,148,2.02,,4.47,3.244,8:20,7.2,6.0,176
0:17:15,148,2.02,8:56,6.71,3.247,5:33,10.8,6.0,176
0:17:16,148,2.02,5:22,11.18,3.252,3:20,18.0,6.0,176
0:17:17,148,2.02,4:28,13.42,3.258,2:47,21.6,6.0,176
0:17:18,148,2.03,,4.47,3.26,8:20,7.2,6.0,176
0:17:19,148,2.03,8:56,6.71,3.263,5:33,10.8,6.0,176
0:17:20,148,2.03,5:22,11.18,3.268,3:20,18.0,6.0,176
0:17:21,149,2.03,4:28,13.42,3.274,2:47,21.6,6.0,178
0:17:22,149,2.04,,4.47,3.276,8:20,7.2,6.0,178
0:17:23,149,2.04,8:56,6.71,3.279,5:33,10.8,6.0,178
0:17:24,149,2.04,5:22,11.18,3.284,3:20,18.0,6.0,178
0:17:25,149,2.04,4:28,13.42,3.29,2:47,21.6,6.0,178
0:17:26,149,2.05,,4.47,3.292,8:20,7.2,6.0,176
0:17:27,149,2.05,8:56,6.71,3.295,5:33,10.8,6.0,176
0:17:28,149,2.05,5:22,11.18,3.3,3:20,18.0,7.0,176
0:17:29,149,2.05,4:28,13.42,3.306,2:47,21.6,7.0,176
0:17:30,149,2.06,8:56,6.71,3.309,5:33,10.8,7.0,176
0:17:31,149,2.06,8:56,6.71,3.312,5:33,10.8,7.0,176
0:17:32,149,2.06,4:28,13.42,3.318,2:47,21.6,7.0,176
0:17:33,149,2.06,5:22,11.18,3.323,3:20,18.0,7.0,176
0:17:34,149,2.07,8:56,6.71,3.326,5:33,10.8,6.0,176
0:17:35,149,2.07,,4.47,3.328,8:20,7.2,6.0,176
0:17:36,149,2.07,6:42,8.95,3.332,4:10,14.4,6.0,174
0:17:37,148,2.07,6:42,8.95,3.336,4:10,14.4,6.0,174
0:17:38,148,2.08,6:42,8.95,3.34,4:10,14.4,6.0,172
0:17:39,148,2.08,8:56,6.71,3.343,5:33,10.8,6.0,172
0:17:40,148,2.08,8:56,6.71,3.346,5:33,10.8,6.0,172
0:17:41,148,2.08,6:42,8.95,3.35,4:10,14.4,6.0,172
0:17:42,148,2.08,,4.47,3.352,8:20,7.2,6.0,172
0:17:43,148,2.08,8:56,6.71,3.355,5:33,10.8,6.0,172
0:17:44,148,2.09,5:22,11.18,3.36,3:20,18.0,6.0,172
0:17:45,148,2.09,5:22,11.18,3.365,3:20,18.0,6.0,172
0:17:46,148,2.09,8:56,6.71,3.368,5:33,10.8,6.0,170
0:17:47,147,2.09,,4.47,3.37,8:20,7.2,6.0,170
0:17:48,147,2.1,6:42,8.95,3.374,4:10,14.4,7.0,170
0:17:49,147,2.1,6:42,8.95,3.378,4:10,14.4,7.0,170
0:17:50,147,2.1,6:42,8.95,3.382,4:10,14.4,7.0,170
0:17:51,147,2.1,8:56,6.71,3.385,5:33,10.8,7.0,170
0:17:52,147,2.11,6:42,8.95,3.389,4:10,14.4,7.0,170
0:17:53,147,2.11,6:42,8.95,3.393,4:10,14.4,7.0,172
0:17:54,147,2.11,8:56,6.71,3.396,5:33,10.8,6.0,172
0:17:55,147,2.11,,4.47,3.398,8:20,7.2,6.0,172
0:17:56,147,2.12,4:28,13.42,3.404,2:47,21.6,6.0,172
0:17:57,147,2.12,5:22,11.18,3.409,3:20,18.0,6.0,174
0:17:58,147,2.12,8:56,6.71,3.412,5:33,10.8,6.0,172
0:17:59,147,2.12,,4.47,3.414,8:20,7.2,6.0,172
0:18:00,147,2.12,5:22,11.18,3.419,3:20,18.0,6.0,172
0:18:01,147,2.13,5:22,11.18,3.424,3:20,18.0,6.0,172
0:18:02,146,2.13,,4.47,3.426,8:20,7.2,6.0,172
0:18:03,146,2.13,8:56,6.71,3.429,5:33,10.8,7.0,172
0:18:04,146,2.13,8:56,6.71,3.432,5:33,10.8,7.0,172
0:18:05,147,2.14,6:42,8.95,3.436,4:10,14.4,7.0,172
0:18:06,147,2.14,6:42,8.95,3.44,4:10,14.4,7.0,172
0:18:07,147,2.14,6:42,8.95,3.444,4:10,14.4,7.0,172
0:18:08,147,2.14,6:42,8.95,3.448,4:10,14.4,7.0,172
0:18:09,147,2.14,8:56,6.71,3.451,5:33,10.8,7.0,172
0:18:10,147,2.15,6:42,8.95,3.455,4:10,14.4,7.0,172
0:18:11,148,2.15,6:42,8.95,3.459,4:10,14.4,7.0,172
0:18:12,148,2.15,8:56,6.71,3.462,5:33,10.8,7.0,172
0:18:13,148,2.15,6:42,8.95,3.466,4:10,14.4,7.0,172
0:18:14,148,2.15,,4.47,3.468,8:20,7.2,7.0,172
0:18:15,148,2.16,8:56,6.71,3.471,5:33,10.8,7.0,172
0:18:16,148,2.16,6:42,8.95,3.475,4:10,14.4,7.0,172
0:18:17,148,2.16,6:42,8.95,3.479,4:10,14.4,7.0,172
0:18:18,148,2.16,8:56,6.71,3.482,5:33,10.8,7.0,172
0:18:19,148,2.17,6:42,8.95,3.486,4:10,14.4,7.0,172
0:18:20,148,2.17,6:42,8.95,3.49,4:10,14.4,7.0,172
0:18:21,148,2.17,6:42,8.95,3.494,4:10,14.4,7.0,172
0:18:22,148,2.17,6:42,8.95,3.498,4:10,14.4,7.0,172
0:18:23,147,2.18,8:56,6.71,3.501,5:33,10.8,7.0,172
0:18:24,147,2.18,6:42,8.95,3.505,4:10,14.4,7.0,172
0:18:25,147,2.18,6:42,8.95,3.509,4:10,14.4,7.0,172
0:18:26,147,2.18,8:56,6.71,3.512,5:33,10.8,7.0,172
0:18:27,147,2.18,,4.47,3.514,8:20,7.2,7.0,172
0:18:28,147,2.19,5:22,11.18,3.519,3:20,18.0,7.0,172
0:18:29,146,2.19,5:22,11.18,3.524,3:20,18.0,7.0,172
0:18:30,146,2.19,,4.47,3.526,8:20,7.2,7.0,172
0:18:31,146,2.19,,4.47,3.528,8:20,7.2,7.0,172
0:18:32,146,2.2,5:22,11.18,3.533,3:20,18.0,7.0,172
0:18:33,146,2.2,5:22,11.18,3.538,3:20,18.0,7.0,172
0:18:34,146,2.2,,4.47,3.54,8:20,7.2,7.0,172
0:18:35,146,2.2,8:56,6.71,3.543,5:33,10.8,7.0,172
0:18:36,146,2.2,8:56,6.71,3.546,5:33,10.8,7.0,172
0:18:37,145,2.21,6:42,8.95,3.55,4:10,14.4,7.0,172
0:18:38,145,2.21,6:42,8.95,3.554,4:10,14.4,7.0,172
0:18:39,145,2.21,6:42,8.95,3.558,4:10,14.4,7.0,172
0:18:40,145,2.21,6:42,8.95,3.562,4:10,14.4,7.0,172
0:18:41,145,2.22,8:56,6.71,3.565,5:33,10.8,7.0,172
0:18:42,145,2.22,8:56,6.71,3.568,5:33,10.8,7.0,172
0:18:43,145,2.22,,4.47,3.57,8:20,7.2,7.0,172
0:18:44,145,2.22,5:22,11.18,3.575,3:20,18.0,7.0,172
0:18:45,145,2.22,5:22,11.18,3.58,3:20,18.0,7.0,172
0:18:46,145,2.23,,4.47,3.582,8:20,7.2,7.0,172
0:18:47,144,2.23,,4.47,3.584,8:20,7.2,7.0,172
0:18:48,144,2.23,5:22,11.18,3.589,3:20,18.0,7.0,172
0:18:49,144,2.23,5:22,11.18,3.594,3:20,18.0,6.0,172
0:18:50,144,2.23,,4.47,3.596,8:20,7.2,6.0,172
0:18:51,144,2.24,8:56,6.71,3.599,5:33,10.8,6.0,172
0:18:52,143,2.24,6:42,8.95,3.603,4:10,14.4,6.0,170
0:18:53,143,2.24,6:42,8.95,3.607,4:10,14.4,6.0,170
0:18:54,143,2.24,8:56,6.71,3.61,5:33,10.8,6.0,170
0:18:55,143,2.25,6:42,8.95,3.614,4:10,14.4,6.0,170
0:18:56,143,2.25,6:42,8.95,3.618,4:10,14.4,6.0,170
0:18:57,143,2.25,8:56,6.71,3.621,5:33,10.8,6.0,172
0:18:58,143,2.25,8:56,6.71,3.624,5:33,10.8,6.0,172
0:18:59,142,2.25,,4.47,3.626,8:20,7.2,6.0,172
0:19:00,142,2.26,5:22,11.18,3.631,3:20,18.0,6.0,172
0:19:01,142,2.26,5:22,11.18,3.636,3:20,18.0,6.0,172
0:19:02,142,2.26,,4.47,3.638,8:20,7.2,6.0,170
0:19:03,142,2.26,8:56,6.71,3.641,5:33,10.8,7.0,170
0:19:04,142,2.26,8:56,6.71,3.644,5:33,10.8,7.0,170
0:19:05,142,2.27,6:42,8.95,3.648,4:10,14.4,7.0,170
0:19:06,141,2.27,6:42,8.95,3.652,4:10,14.4,7.0,170
0:19:07,141,2.27,6:42,8.95,3.656,4:10,14.4,7.0,170
0:19:08,141,2.27,6:42,8.95,3.66,4:10,14.4,7.0,170
0:19:09,141,2.28,8:56,6.71,3.663,5:33,10.8,7.0,170
0:19:10,141,2.28,8:56,6.71,3.666,5:33,10.8,7.0,170
0:19:11,141,2.28,,4.47,3.668,8:20,7.2,7.0,170
